text,label,,Person 1,Person 2,tally ,
വ്യക്തമായ വിവരങ്ങൾ,positive,,2,1,2,
മനസ്സിലാകുന്ന വിധം പാഠങ്ങൾ.,positive,,2,1,2,
വ്യക്തികളുടെ പ്രവർത്തനം വ്യത്യാസപ്പെടുന്നു.,neutral,,1,1,1,
ജീവിതത്തിൽ പലതും പുത്തനായി തുടങ്ങുന്നു.,neutral,,2,1,1,
പഠനത്തെ കൂടുതൽ ആകർഷകമാക്കുന്നു.,positive,,2,2,2,
പഠനത്തിൽ ജീവിതപാഠങ്ങൾ ലഭിക്കുന്നു.,negative,,2,1,0,
പാട്ടിന്റെ സ്വരം മനോഹരമാണ്.,positive,,2,1,2,
"""മദാദ് ചെയ്യുന്ന കൂട്ടായ്മ""",positive,,2,2,2,
കാലാവസ്ഥാ വൈസ് പ്രബന്ധങ്ങൾ,neutral,,1,1,1,
കാലാവസ്ഥ റിപ്പോർട്ടുകൾ വളരെ സഹായം ചെയ്തു.,positve ,,2,1,2,
പാട്ട് കേൾക്കാൻ സൗകര്യമുണ്ട്.,neutral,,2,1,1,
കാലാവസ്ഥ നിരീക്ഷണ വ്യവസ്ഥകൾ,neutral,,1,1,1,
നീതി കലർന്ന സംവാദം,positive,,1,1,2,
പാട്ടിന്റെ ശൈലി ശരാശരി.,neutral,,1,2,1,
വ്യായാമം ചെയ്യാൻ മറക്കരുത്.,positive,,2,2,2,
പാട്ടിന് പുതിയ വിഷയവും ശൈലിയും ഒരുമിച്ചിരിക്കുന്നു.,positive,,2,1,2,
നിയമനം ഉത്തമം,positive,,2,1,2,
നല്ല ടിപ്സ് പങ്കുവെച്ചിരിക്കുന്നത് പ്രശംസനീയമാണ്.,positive,,2,1,2,
നിങ്ങളുടെ പഠന ടിപ്പുകൾ എനിക്ക് വളരെ സഹായിച്ചു.,negative,,2,2,0,
നല്ല ഭക്ഷണ ശൈലി പഠിപ്പിച്ചു.,positive,,2,2,2,
പാട്ടിന്റെ സംഗീതസംവിധാനം പഴയതാണ്.,negative,,0,1,0,
ഈ കാലാവസ്ഥയുടെ വിദഗ്ധ അറിവ് നന്ദി.,positve ,,2,1,2,
പാട്ട് ലളിതവും മനോഹരവുമാണ്.,neutral,,2,1,1,
പാട്ട് കേൾക്കാനാകുന്നവർക്കും മനോഹരമാണ്.,neutral,,2,2,1,
ഇരുട്ട് സ്ഥലങ്ങളിൽ ലൈറ്റ് ഇല്ല,negative,,0,0,0,
പ്രകൃതിയുടെ മാന്യമായ അവസ്ഥ.,neutral,,1,1,1,
ശാരീരികക്ഷീണം ജീവിത നിലവാരം താഴ്‌ക്കുന്നു.,negative,,0,0,0,
ഫിറ്റ്‌നസ് യാത്രതുടങ്ങി വെറുതെ നിൽക്കേണ്ട.,positive,,2,2,2,
ടീച്ചിംഗ് നല്ല രീതിയിലാണ്.,positive,,2,1,2,
കാലാവസ്ഥയിൽ മാറ്റങ്ങളുടെ സ്വാഭാവികത,neutral,,1,2,1,
കാലാവസ്ഥ അറിയിപ്പ് ശരിക്കുമുണ്ട്.,positve ,,2,2,2,
പാട്ടിന്റെ ഹൃദയം പക്ഷെ വലിയ പ്രേമം.,positive,,2,2,2,
"ഫാൻസ് കമന്റുകളും ശരാശരി.,",neutral,,1,2,1,
വീഡിയോയിൽ കാണിച്ച കാഴ്ചകൾ ശരാശരി നിരപ്പിലാണ്,neutral,,1,2,1,
റെഗുലർ ആയി തന്നേ ഇനി ഈ ഫിറ്റ്നസ് വീഡിയോ ഉണ്ടാക്കുക.,positive,,2,2,2,
പാടലിന്റെ അളവ് മികവരുന്നു.,positive,,2,1,2,
പാട്ടിലെ ലയവും താളവും ശരാശരി.,neutral,,1,1,1,
ഭക്ഷണക്രമവും വ്യായാമവും ശരിയാക്കണം.,negative,,1,0,0,
പാട്ടിന്റെ ഗുണനിലവാരം ശരാശരിയാണ്.,neutral,,1,2,1,
കണ്ടു ആസ്വദിക്കാൻ മനോഹരമായ ദൃശ്യങ്ങൾ,positive,,2,2,2,
പാട്ടിലെ വരികൾ ഭാവാർന്നവയാണ്.,neutral,,2,1,1,
പാട്ടിലെ ലയവും താളവും ശരാശരി.,neutral,,1,1,1,
ദൃശ്യങ്ങൾ മിതമാണ്.,neutral,,1,2,1,
"ഹാസ്യ രംഗങ്ങൾ മനസ്സിനെ ആശ്വസിപ്പിച്ചു.,",positive,,2,2,2,
കാലാവസ്ഥയെ കുറിച്ചുള്ള പൊതുസംവാദം.,neutral,,1,1,1,
കാലാവസ്ഥാ ചികിത്സ,neutral,,1,1,1,
കായലുകൾക്കിരിഞ്ഞ മനോഹര കാഴ്ചകൾ,positive,,2,1,2,
"ഫാനാങ്കളുടെ അഭിപ്രായങ്ങൾ വളരെ ഉത്സാഹഭരിതം.,",positive,,2,1,2,
വ്യായാമം ചെയ്യുന്നത് ആരോഗ്യത്തിന് നല്ലതാണ്.,negative,,2,2,0,
മധുരമുള്ള വീഡിയോകൾ.,positive,,2,2,2,
പ്രചോദനാത്മകമായ ആശയങ്ങള്‍ പങ്കുവെച്ചിരിക്കുന്നു.,positive,,2,1,2,
ഈ വീഡിയോയുടെ പ്രചാരണം കൂടുതൽ ഉയരട്ടെ.,positive,,2,2,2,
പലപ്പോഴും സോഗിയെയാണ് പാചകം.,negative,,0,2,0,
മഴ പെയ്യുന്നതിൽ ആശ്വാസം.,positve ,,2,2,2,
വിശദീകരണം വിശദമായി,positive,,2,2,2,
ഒരു വാരം പഴക്കമുള്ള ഡോട്ട്.,neutral,,1,2,1,
സഞ്ചാരികളുടെ രഹസ്യ യാത്രകൾ,positive,,1,2,2,
നാടൻ പാട്ടുകൾക്ക് മനസ്സാവിവർത്തനം വഹിക്കുന്നു.,positive,,2,2,2,
കാലാവസ്ഥാ മോണിറ്ററിംഗ്,neutral,,1,1,1,
ഫിറ്റ്‌നസ് സമുദായം വളരുന്നു.,positive,,2,2,2,
വിവരങ്ങൾ അപരിചിതവും കൃത്യമല്ല,negative,,0,1,0,
വ്യക്തമായി മുന്നറിയിപ്പ്,positive,,2,1,2,
കാലാവസ്ഥാ പരീക്ഷണ കാഴ്ച,neutral,,1,1,1,
സംസ്‌കാരത്തിന്റെ ഊർജസ്വല പടവുകൾ.,positive,,2,1,2,
സ്കൂൾ കുട്ടികൾക്കായി ഉത്തമമായി തയ്യാറാക്കിയ വീഡിയോ.,positive,,2,2,2,
പോഷകാഹാരം മതിയായ അളവിൽ വേണം.,negative,,1,2,0,
കഴിഞ്ഞു പോയ ദിവസങ്ങളെ മറന്ന് തുടങ്ങാം.,positive,,1,2,2,
മഴയിൽ കാര്‍ യാത്ര സുരക്ഷിതം.,positve ,,2,2,2,
വരും തലമുറയ്ക്കും പ്രചോദനം.,positive,,2,1,2,
പാട്ടിനൊപ്പം ദൃശ്യങ്ങളും കാഴ്ച പകരുന്നു.,positive,,2,2,2,
സ്ഥലങ്ങളുടെ പരിപാലന നിലയ്ക്ക് വിലയിരുത്തൽ,neutral,,1,1,1,
ഹൃദ്യമായ അവതരണം.,positive,,2,2,2,
ആരോഗ്യ സംരക്ഷണത്തിലേക്ക് പ്രേരണം.,neutral,,2,1,1,
കാലാവസ്ഥാ നിരീക്ഷണത്തിൽ പുരോഗതി കാണാം,negative,,0,2,0,
സംഗീതം ഹൃദയത്തിലേക്ക് നേരിട്ട് പ്രവേശിക്കുന്നു.,positive,,2,2,2,
നീണ്ടു നിൽക്കുന്ന ഫലങ്ങൾക്കായി പ്രയത്‌നം.,neutral,,2,2,1,
പാട്ടിലെ ലയവും താളവും ശരാശരി.,neutral,,1,2,1,
നിങ്ങളുടെ ഉപദേശങ്ങൾ തെരഞ്ഞുപറയാൻ വാക്കുകൾ മാത്രം പോരാ.,positive,,2,2,2,
ഒരു സാധാരണ വീഡിയോകളുടെ ഭാഗം.,neutral,,1,2,1,
പാട്ടം മനുഷ്യഹൃദയത്തെ ആഴത്തിൽ എടുക്കുന്നു.,positive,,2,2,2,
തെറ്റായ പ്രവചനം സൃഷ്ടിക്കുന്നു,negative,,0,1,0,
സംസ്‌കാരത്തിന്റെ തിളക്കം.,positive,,2,1,2,
വീഡിയോ എത്രത്തോളം പ്രചോദനത്തോടെയാണ്,positive,,2,1,2,
വരികൾ അതീവ ഹൃദ്യമാണ്.,positive,,2,1,2,
പാട്ടിന്റെ ഭാഗങ്ങൾ കേൾക്കാൻ ഉപയോഗപ്രദമാണ്.,neutral,,2,2,1,
പാട്ടിന്റെ ലയത്തിൽ കാവ്യാത്മകത തെളിയുന്നു.,positive,,2,2,2,
പാട്ടിന്റെ സൗന്ദര്യം വളർന്നില്ല.,negative,,0,0,0,
കാലാവസ്ഥാ വിവാദങ്ങൾ,negative,,1,0,0,
പാട്ട് കേൾക്കാനാകുന്നവർക്കും ഹൃദയസ്പർശം.,neutral,,2,2,1,
കാലാവസ്ഥ അറിയിപ്പ് ശരിയാണെന്ന് തോന്നുന്നു.,positve ,,2,2,2,
ഇത് പോലുള്ള കൂടുതൽ ട്രെയിനിംഗ് വീഡിയോ പ്രതീക്ഷിക്കുന്നു.,positive,,2,2,2,
മനോഹരമായ ഷെയർ.,positive,,2,2,2,
കുടുംബ ബന്ധ التجاري ഖാതറിലാണെന്ന് തോന്നുന്നു.,negative,,0,0,0,
ഭക്ഷണം പാചകത്തിലെ മാനദണ്ഡങ്ങൾ പാലിക്കുന്നില്ല.,negative,,0,0,0,
പാടൽ പുതുമയിൽ നിറഞ്ഞിരിക്കുന്നു.,positive,,2,2,2,
ഹൃദയസ്പർശിയായ ഒരുപാട് ഭാഗങ്ങൾ.,positive,,2,2,2,
"അമിതവിശ്വാസവും സുരക്ഷിതത്വവും ഉണ്ട്, നല്ല പ്രേരണ ആണു!""",positive,,2,2,2,
കാലാവസ്ഥ കണക്കെടുപ്പ്,neutral,,1,1,1,
പാട്ടിന്റെ ഔദ്യോഗിക വീഡിയോ അപര്യാപ്തമാണ്.,negative,,0,1,0,
ഈച്ചെയ്ത് നല്ലത്.,positive,,2,2,2,
ആരോഗ്യടിപ്സ് മനോഹരമായി വിശദീകരിച്ചു.,positive,,2,1,2,
"ക്യാമറ ഷോട്ടിംഗ് ക്ലിക്കല്ല.,",negative,,0,1,0,
കാലാവസ്ഥാ വിവര ശേഖരണം,neutral,,1,1,1,
കാലാവസ്ഥ റിപ്പോർട്ട് സാധാരണം.,neutral,,1,1,1,
പാട്ട് കേൾക്കുമ്പോൾ മനസ്സിൽ സന്തോഷം.,neutral,,2,2,1,
പാട്ട് കേൾക്കുമ്പോൾ മനസ്സിൽ ആഴമുള്ള അനുഭവം ഉണ്ടാക്കുന്നു.,neutral,,2,2,1,
കാലാവസ്ഥാ കണക്കുകൾ,neutral,,1,2,1,
പാരിസ്ഥിതിക സംരക്ഷണം,neutral,,2,2,1,
മാനസിക സമ്മർദ്ദം കുറയ്ക്കാൻ വ്യായാമം ആവശ്യമാണ്.,positive,,2,2,2,
സ്രഷ്ടിപരമായ അറിവുകള്‍ പങ്കുവെച്ചതിന് നന്ദി.,positive,,2,2,2,
"ക്ലൈമാക്സ് ഔസതാരത്തിലെന്ന് തോന്നി.,",neutral,,1,2,1,
പാട്ടിന്റെ സംഗീതം സ്വപ്നങ്ങൾ സൃഷ്ടിക്കുന്നു.,positive,,2,2,2,
ശാസ്ത്രീയ നിരീക്ഷണങ്ങൾ വർദ്ധിക്കുന്നു,neutral,,1,1,1,
പാട്ട് കേൾക്കാൻ ചെറിയ സമയം ആവശ്യമാണ്.,neutral,,1,2,1,
അതൃപ്തികരമായ സംവാദം.,negative,,0,1,0,
"ഹീറോയിൻറെ പ്രകടനം മെമ്മറബിളാണ്.,",positive,,2,2,2,
ഈ പാട്ട് വീണ്ടും വീണ്ടും കേൾക്കാൻ തോന്നുന്നു.,positive,,2,1,2,
പ്രദേശത്തെ ജനങ്ങൾക്ക് ആശ്വസം നൽകുന്നില്ല,negative,,0,1,0,
ആരോഗ്യപരമായ നല്ല നിർദ്ദേശം.,positive,,2,2,2,
പാട്ടിൽ ഉള്ള സംഗീതഘടന സുന്ദരമാണ്.,positive,,2,2,2,
സൗഹൃദപരവും സ്നേഹപരവുമായ വീഡിയോകൾ.,positive,,2,2,2,
പാട്ടിന്റെ സംഗീതം മനസ്സിൽ പാടുന്നു.,positive,,2,2,2,
കാലാവസ്ഥ കൈകാര്യം ചെയ്യുന്നത് എങ്ങനെ?.,neutral,,1,2,1,
ഞങ്ങൾക്കിതുപോലെയുള്ള ന്യൂസ് വേണം.,positive,,2,2,2,
കാലാവസ്ഥയുടെ തെറ്റായ വ്യാഖ്യാനം,negative,,0,2,0,
പാട്ടിൽ മൂല്യങ്ങൾ ഉയർത്താനുള്ള ശ്രമങ്ങൾ കുറവാണ്.,neutral,,0,2,1,
"സിനിമയുടെ തുടക്കം മനോഹരം.,",positive,,2,1,2,
നവീന കാലാവസ്ഥാ പഠനങ്ങൾ,neutral,,1,2,1,
വ്യായാമം ഒരു സംസ്കാരമാകണം.,neutral,,2,1,1,
കാലാവസ്ഥ ആശയവിനിമയം,negative,,1,1,0,
ഉത്സാഹത്തോടെ ജീവനോടെ മുന്നോട്ട്.,positive,,2,1,2,
കാലാവസ്ഥാ ഉപകരണങ്ങളുടെ ഉപയോഗം,neutral,,1,1,1,
മലയാളം ഭാഷയിൽ മനോഹരമായി പഠിപ്പിക്കുന്നു.,positive,,2,2,2,
ജീവിതത്തിലെ മാറ്റങ്ങൾ ക്ഷണിക്കുന്നു.,positive,,1,1,2,
വ്യായാമ സമയത്തിന് വേണ്ടിയുള്ള വിവരങ്ങൾ.,negative,,1,2,0,
നാട്ടിൻപുറങ്ങളിലെ വിശിഷ്ടത അറിയുന്നു.,positive,,1,2,2,
"""പുതിയ ആശയങ്ങൾക്ക് മാർഗം""",positive,,2,1,2,
ഈ വിഭവം എങ്ങനെയെന്ന് മനസ്സിലായില്ല.,negative,,0,1,0,
മഴ പെയ്യുന്നത് മനസ്സിലായില്ല.,negative,,0,1,0,
പാട്ടിന്റെ വരികൾ പകർത്തിയതുപോലെയാണ് തോന്നുന്നത്.,negative,,0,2,0,
പാട്ടിന്റെ റിലീസ് പ്രഭാവമില്ല.,negative,,0,2,0,
നല്ല ടിപ്‌സ് ഉപകാരപ്രദമാണ്.,positive,,2,1,2,
കുറ്റാന്വേഷണ സംഘം പകർപ്പുകൾ പരിശോധിക്കുന്നു.,neutral,,1,2,1,
പാട്ടിന്റെ ഭാഗങ്ങൾ മിതമാണ്.,neutral,,1,2,1,
"പാട്ടിൻ്റെ വരികൾ വായിക്കാനാകുന്നു.,",positive,,1,2,2,
പാട്ട് കേൾക്കുമ്പോൾ മനസ്സിൽ അനുഭവം.,neutral,,2,2,1,
ഹോട്ടലുകളിലെ ശുചിത്വം പ്രതീക്ഷിച്ചതുപോലെ അല്ല,negative,,0,2,0,
ചിലർ ക്യാരിയറിൽ മാറ്റങ്ങൾ വരുത്താറുണ്ട്.,neutral,,1,1,1,
കാഴ്ച്ച്ച മനസ്സിനു ഏറെയുള്ള സന്തോഷം,positive,,2,2,2,
സഞ്ചാരം ചിട്ടയില്ലാത്തതാണ്,negative,,0,2,0,
പാട്ടിൻറെ ലയവും ശബ്ദവും ഒത്തിരിക്കുന്നു.,neutral,,2,2,1,
പ്രവചനത്തിലെ വേഗത കുറവാണ്,negative,,1,2,0,
സ്ഥലത്തെ ജനങ്ങളുടെ ജീവിതം ബാധിച്ചിരിക്കുന്നു,negative,,0,2,0,
പാട്ടിലെ സ്വരങ്ങൾ മിതമായും ഹൃദയസ്പർശിയുമാണ്.,neutral,,2,2,1,
വ്യത്യസ്തമായ കലാമൂല്യങ്ങളാൽ നിറഞ്ഞ കലാപരമ്പര,positive,,2,2,2,
പാട്ടിന്റെ വരികൾ കാവ്യമാകുന്നു.,positive,,2,2,2,
കാര്‍ഷികകാലാവസ്ഥ,neutral,,1,2,1,
ഈ പ്രവർത്തനത്തിന് അഭിനന്ദനം.,positive,,2,2,2,
"ഫാന്റി സീനുകൾ ആവശ്യമില്ല.,",negative,,0,1,0,
പാട്ട് കേൾക്കുമ്പോൾ കണ്ണിൽ നന വെളിക്കുന്നു.,positive,,2,2,2,
സഞ്ചാര രീതിയിൽ ചില സുതാര്യത പ്രതീക്ഷിക്കുന്നു,neutral,,1,1,1,
ചാനലിന്റെ ഏകോപനം,positive,,1,1,2,
സമഗ്രമായ ആരോഗ്യ സംരക്ഷണം.,neutral,,2,1,1,
കാലാവസ്ഥ കാര്യാലയം,neutral,,1,2,1,
പാട്ടിന്റെ ഭാഗങ്ങൾ മിതമാണ്.,neutral,,1,1,1,
ഓരോ സీజണിലും അവ്യവസ്ഥിതികൾ നിയന്ത്രിക്കപ്പെടുന്നില്ല,negative,,0,1,0,
ഈ പാട്ട് ജീവിതത്തിലെ പുതിയ ചിന്തകൾ കൈകാര്യം ചെയ്യുന്നു.,positive,,2,2,2,
കാലാവസ്ഥാ ബദൽ നടപടികൾ,neutral,,1,1,1,
നിത്യശീലങ്ങൾ.,positive,,1,1,2,
എല്ലാം അടിസ്ഥാനത്തോടെ വിശദീകരിച്ചിരിക്കുന്നു.,negative,,2,2,0,
പാട്ടിന്റെ നിർവ്വചനം വ്യക്തതയില്ല.,negative,,0,1,0,
കാലാവസ്ഥ സുതാര്യാത,neutral,,1,1,1,
ക്ഷേമമായ സ്വാഗതം,positive,,2,1,2,
"ഫാനുകളുടെ പ്രതികരണം വിഷമകരമാണ്.,",negative,,0,2,0,
പാട്ട് കേൾക്കാൻ ആകർഷകമല്ല.,neutral,,0,2,1,
കാലാവസ്ഥാ വ്യവസ്ഥകൾ സംക്ഷേപം,neutral,,1,2,1,
നിങ്ങളുടെ ടീച്ചിംഗ് ഇഷ്ടപ്പെട്ടു.,positive,,2,2,2,
പുതിയ സ്ഥലങ്ങൾ കണ്ടെത്തിക്കാൻ പ്രചോദനമായ വീഡിയോകൾ,positive,,2,2,2,
പാട്ട് കേൾക്കാൻ ആകർഷകമല്ല.,neutral,,0,2,1,
പാട്ടിന്റെ സംഗീതം കേൾക്കാൻ സൗകര്യപ്രദമാണ്.,neutral,,2,2,1,
പഴയ ശീലങ്ങളിൽ നിന്നുള്ള വിട.,positive,,1,2,2,
പാട്ടിന്റെ സംവേദനം ശരാശരിയാണ്.,neutral,,1,2,1,
വ്യായാമം തുടക്കം. പിന്നെ മാനസിക പിന്തുണ.,positive,,2,1,2,
ചില ചെറുമാറ്റങ്ങൾ വേണം.,neutral,,1,2,1,
പല കാര്യങ്ങളും വ്യക്തമാക്കുന്നു.,positive,,2,1,2,
വാർത്തകൾ തെറ്റായ കാര്യങ്ങൾ പ്രചരിപ്പിക്കുന്നു,negative,,0,1,0,
കടലിന്റെ ശബ്ദം കേൾക്കാൻ മനോഹരം,positive,,2,2,2,
വാർത്തയിലെ പച്ചക്കള്ളം,negative,,0,2,0,
നൽകുന്ന കാലാവസ്ഥാ വിവരങ്ങൾ,negative,,1,2,0,
പാട്ട് കേൾക്കുമ്പോൾ മനസ്സിൽ അനുഭവം.,neutral,,2,0,1,
പാട്ട് കേൾക്കാൻ സൗകര്യമുണ്ട്.,neutral,,2,2,1,
ഉറക്കക്കുറവ് പല രോഗങ്ങൾക്ക് ഓർക്കുക.,negative,,0,0,0,
പ്രകൃതിയുടെ കാഴ്ച്ച്ചകൾ കുളിർക്കാറ്റിന് അനുയോജ്യം,neutral,,2,1,1,
പാടൽ ഹൃദയത്തിലെ ഉത്തരവാണ്.,positive,,2,1,2,
മഴ പെയ്യുന്നത് നല്ലത്.,positve ,,2,1,2,
പാട്ടിൽ പുതിയ ആശയങ്ങൾ കുറവാണ്.,neutral,,0,2,1,
വിവരണത്തിലെ തെറ്റുകൾ ജനങ്ങളിൽ ആശങ്കകൾ സൃഷ്ടിക്കുന്നു,negative,,0,2,0,
പഠനശീല മികവ് കൊണ്ടുവരുന്നു.,positive,,2,1,2,
പാട്ടിലെ ലയവും താളവും ശരാശരി.,neutral,,1,1,1,
പാട്ടിന്റെ ഗതികൾ മിതമാണ്.,neutral,,1,2,1,
ശരീരപളളിയും മനസ് ചങ്ങാതിയായി.,positive,,2,1,2,
വാർത്തകൾ പരസ്പരം യോജിക്കുന്നു.,neutral,,1,2,1,
ന്യൂസ് പെട്ടെന്ന് ലഭിച്ചു.,positive,,2,2,2,
പ്രതികൾ Courts ൽ ഹാജരാക്കുന്നു.,neutral,,1,2,1,
ടൈംലൈനിൽ ബെസ്റ്റ്.,positive,,2,2,2,
വളരെ കൃത്യമായ പാചകവിവരം.,positive,,2,0,2,
"സൗണ്ട് എഫക്ടുകൾ ചെറുതായി വികസിപ്പിച്ചിരിക്കുന്നു.,",negative,,1,0,0,
എന്റെ സംശയങ്ങൾ കണ്ടെത്തി തീർപ്പാക്കി.,negative,,2,1,0,
പാട്ടിന്റെ ദൃശ്യഭാഗം പാട്ടിനോട് ഒത്തിരിക്കുന്നു.,neutral,,2,2,1,
ഞാന്‍ ഏപ്രിസ്യേറ്റ് ചെയ്യുന്നു നിങ്ങളുടെ ശ്രമം.,positive,,2,2,2,
പരിശീലകരുടെ ശ്രദ്ധയും പിന്തുണയും.,positive,,2,2,2,
പാട്ട് സമൂഹഭാവനയിൽ അപൂർണമാണ്.,neutral,,0,1,1,
ഈ പാട്ടിൻറെ ഈ വാക്കുകൾ ഞാൻ പുനരവർത്തിക്കും.,positive,,2,2,2,
വിവരണം വെല്ലുവിളി സൃഷ്‌ടിക്കുന്നു,negative,,0,2,0,
വീഡിയോകള്‍ നല്ല രീതിയിലാണ് ഒരുക്കിയതെന്ന് തോന്നുന്നു.,positive,,2,2,2,
ഇപ്പോൾ കാലാവസ്ഥ ഒരുപാട് സഹായിച്ചു.,positve ,,2,2,2,
കേരളം വിനോദസഞ്ചാരത്തിനായി ഒരുക്കിയ സൗകര്യങ്ങൾ അപര്യാപ്തമാണ്,negative,,0,1,0,
റിപോർട്ട് സർവാംശം,positive,,2,2,2,
പാട്ടിന്റെ അവതരണം മിതമാണ്.,neutral,,1,2,1,
"പാട്ടുകളുടെ ലയ്വരേഷൻ മിസ്സായി.,",negative,,0,1,0,
കാലാവസ്ഥാ നിരീക്ഷണ കാഴ്ചപ്പാട്,neutral,,1,1,1,
"""ചുരുക്കം സമയത്തിനുള്ളിൽ വളർച്ച ചെറുതായി നടക്കും.""",neutral,,1,1,1,
കടലും പാറകളും ചേർന്ന മനോഹര റോഡ്,positive,,2,1,2,
പ്രയാസങ്ങൾ സൃഷ്ടിക്കുന്ന വാർത്തകൾ,negative,,0,1,0,
അഭിപ്രായങ്ങള്‍ പഠിപ്പിക്കാന്‍ കഴിയുന്നില്ല.,negative,,0,2,0,
പാടൽ ശക്തമായ ഊർജ്ജം പകരുന്നു.,positive,,2,2,2,
വേറെയൊരു ഔട്ട്ലുക്ക്.,positive,,1,1,2,
ചാനലിന് ആശംസകൾ,positive,,2,2,2,
കുറ്റകൃത്യങ്ങൾ കുറയ്ക്കാനുള്ള ശ്രമം.,neutral,,1,2,1,
പ്രവചനങ്ങളിലെ കൃത്യത വർദ്ധിപ്പിക്കൽ,neutral,,1,2,1,
ആരോഗ്യപരമായ നല്ല ആശയങ്ങൾ.,positive,,2,2,2,
പാട്ട് കേൾക്കുമ്പോൾ അസ്ഥിരത തോന്നുന്നു.,negative,,0,2,0,
കാലാവസ്ഥ സംവാദം,neutral,,1,1,1,
പാട്ടിന്റെ ഭാഷ മനോഹരവും ലളിതവുമാണ്.,positive,,2,1,2,
ലോകോത്തര ടൂറിസം അവലംബം,neutral,,1,1,1,
പഠനത്തിന് ശാസ്ത്രീയ സമീപനം.,positive,,2,1,2,
പാട്ടിന്റെ ലയവും താളവും ഒത്തിരിക്കുന്നു.,neutral,,2,1,1,
ഗായകന്റെ ശബ്ദം വളരെ നിസ്സാരമാണ്.,negative,,0,2,0,
കാലാവസ്ഥ ചരിത്ര സാധ്യത പ്രതീക്ഷിച്ചില്ല.,negative,,0,2,0,
നാട്ടിൻപുറത്തെ കലയും സംഗീതവും മനോഹരം.,positive,,2,2,2,
നിങ്ങളുടെ സ്വഭാവം വാചകത്തിൽ വളരെ ഇഷ്ടമായി.,positive,,2,2,2,
പാട്ടിലെ ലയവും താളവും ശരാശരി.,neutral,,1,2,1,
"""വിപണി അവലോകനം നടത്തുന്നത് നിർണ്ണായകമാണ്.""",neutral,,1,2,1,
പാചക സ്റ്റൈൽ സാധാരണ.,neutral,,1,2,1,
കാലാവസ്ഥാ വിവര ശേഖരണം,neutral,,1,1,1,
സമയമെടുത്ത് വിഡിയോയാക്കുന്നത് നാളം കാണിച്ചു.,positive,,2,1,2,
"""ജനപ്രീതി കൊണ്ടൊക്കെ അധികം കാശുണ്ടല്ല""",negative,,1,1,0,
പാട്ട് കേൾക്കാനാവശ്യമായ സമയം കുറഞ്ഞു.,neutral,,0,2,1,
വ്യായാമം ബുദ്ധിമുട്ടല്ല.,negative,,2,1,0,
"""ഇതു മുമ്പേ കണ്ട ഒരു ആശയം തന്നെയാണ്.""",neutral,,0,2,1,
""" കരുതലുള്ള സംരംഭം""",positive,,2,1,2,
കടലോരങ്ങൾ മാലിന്യങ്ങളും പ്ലാസ്റ്റിക് വിതരണം കാണിക്കുന്നു,negative,,0,2,0,
പാട്ടിന്റെ ലയത്തിൽ പുതിയ മധുരം.,positive,,2,2,2,
"""വാർത്ത കാണുമ്പോൾ എണ്ടെ കണ്ണു അടയ്ക്കുന്നു""",negative,,0,2,0,
ചിലർ വിശ്രമത്തിനും മറ്റുർ പ്രവർത്തനത്തിനും കാലം കണ്ടെത്തുന്നു.,neutral,,1,2,1,
എന്തുകൊണ്ടും കണ്ടുമുട്ടേണ്ടതാണ്.,negative,,2,2,0,
പാട്ടിന്റെ ആശയം അസംബന്ധമാണ്.,negative,,0,2,0,
പുതിയ അറിയിപ്പ്,positive,,1,2,2,
നിങ്ങൾ പഠിപ്പിച്ച പ്രാക്ടീസ് വഴി വലിയ മാറ്റം ഉണ്ടായി.,positive,,2,2,2,
നാട്ടിൻ പൈതൃകവും സംസ്ക്കാരവും പകർന്ന കാഴ്ചകൾ,positive,,2,2,2,
വ്യായാമം ചെയ്യാൻ നല്ല സമയം കണ്ടെത്താം.,negative,,2,1,0,
സമഗ്രമായ അറിവ് തരുന്നു.,negative,,2,2,0,
പാചകത്തിലെ കൃത്യത മിതമായിരിക്കും.,neutral,,1,2,1,
പാട്ടിൽ ആവർത്തന ഭാഗങ്ങൾ കൂടുതലാണ്.,negative,,1,2,0,
"വിഷയം പുനരാവർത്തിക്കുകയാണ്.,",negative,,0,2,0,
ഗായകന്റെ ശബ്ദം മനോഹരം.,positive,,2,2,2,
പാട്ട് കേൾക്കുമ്പോൾ ജീവിതത്തിൽ നല്ലൊരു മാറ്റം.,positive,,2,2,2,
പ്രൊഫഷണൽ പഠനക്കാർക്ക് വേണ്ടിയുള്ള ഉപദേശം.,negative,,2,2,0,
സിനിമ 정말 മനോഹരമായി.,positive,,2,1,2,
നിങ്ങളുടെ ഉള്ളറയുടെ അധിഷ്ഠിതമായ വീഡിയോ.,positive,,2,2,2,
ചിലർ ജീവിതത്തിലെ മാറ്റങ്ങളെ സ്വീകരിക്കുന്നു.,neutral,,1,1,1,
വിഡിയോ കണ്ടവയ്ക്ക് ആശയങ്ങള്‍ വ്യക്തമാകുന്നു.,neutral,,2,2,1,
"""കരാറുകൾ എങ്ങനെ സജ്ജീകരിക്കണം?""",neutral,,1,2,1,
കാലാവസ്ഥാ ഫലപ്രദമായ കാഴ്ചപ്പാട്,neutral,,1,2,1,
സഞ്ചാര സുഖ സൗകര്യങ്ങളിൽ കൂടുതൽ ശ്രദ്ധ,neutral,,1,1,1,
